x	arrow-minPairs	ivy-minPairs
1.0	2.5	2.5
2.0	2.0833333333333335	2.0833333333333335
3.0	1.875	1.875
4.0	2.0	2.0
5.0	2.0833333333333335	1.875
6.0	2.142857142857143	1.7857142857142856
7.0	2.1875	1.71875
8.0	2.0833333333333335	1.6666666666666665
9.0	2.0	1.7499999999999998
10.0	1.9318181818181819	1.7045454545454544
12.0	1.9230769230769234	1.6346153846153846
14.0	1.9166666666666667	1.5833333333333335
16.0	1.9117647058823528	1.6911764705882355
18.0	1.8421052631578945	1.6447368421052635
21.0	1.9318181818181817	1.7045454545454546
24.0	1.9	1.65
28.0	1.896551724137931	1.6379310344827587
32.0	1.856060606060606	1.628787878787879
37.0	1.842105263157895	1.6776315789473686
43.0	1.6477272727272732	1.5625000000000002
49.0	1.6500000000000006	1.625
57.0	1.7456896551724144	1.6810344827586206
65.0	1.799242424242425	1.761363636363636
75.0	1.776315789473685	1.7598684210526312
86.0	1.7528735632183914	1.795977011494253
99.0	1.7500000000000004	1.7999999999999998
114.0	1.728260869565218	1.7717391304347825
132.0	1.7011278195488735	1.7669172932330828
151.0	1.7023026315789491	1.7598684210526312
174.0	1.7000000000000017	1.7285714285714284
200.0	1.7039800995024894	1.766169154228856
231.0	1.686422413793105	1.7510775862068975
265.0	1.6494360902255656	1.7434210526315803
305.0	1.6339869281045771	1.7156862745098052
351.0	1.5980113636363646	1.6690340909090922
403.0	1.621287128712872	1.6584158415841592
464.0	1.6209677419354853	1.658602150537635
533.0	1.5917602996254692	1.6292134831460685
613.0	1.624592833876222	1.6449511400651464
705.0	1.6412889518413603	1.639518413597733
811.0	1.6379310344827596	1.651785714285712
932.0	1.631832797427653	1.6371918542336534
1072.0	1.6076421248835038	1.6332712022367173
1232.0	1.5977291159772913	1.6321978913219775
1417.0	1.6043723554301828	1.636988716502115
1629.0	1.6027607361963163	1.6157975460122667
1873.0	1.619530416221983	1.628868729989323
2154.0	1.6061484918793485	1.6154292343387433
2477.0	1.6010895883777227	1.6096650524616614
2848.0	1.6031941031941013	1.6128466128466137
3274.0	1.6068702290076313	1.6114503816793904
3764.0	1.604249667994685	1.6088977423638773
4328.0	1.6083391083391088	1.6083391083391048
4977.0	1.6133487344314967	1.6176175170751277
5722.0	1.61191682683907	1.617158832780006
6579.0	1.6196808510638296	1.6175911854103309
7564.0	1.6222736285525452	1.61516853932584
8697.0	1.6161761324442385	1.6147390204644707
9999.0	1.614499999999992	1.6073749999999989
11497.0	1.605931466341965	1.5973430161767266
13219.0	1.6045763993948485	1.5961611195158816
15199.0	1.6042763157894646	1.5956414473684202
17475.0	1.600766765850299	1.5933995193408115
20092.0	1.598317822127095	1.5941497038769754
23101.0	1.5997532681153055	1.5962362566011608
26560.0	1.6013139565528263	1.5963254395542337
30538.0	1.5959920102164278	1.5941501031467908
35111.0	1.5939707222601842	1.594291125541119
40370.0	1.595204478462256	1.5933157464516572
46415.0	1.5949780248190215	1.5946009996552795
53366.0	1.5948057788520935	1.594946315138555
61359.0	1.5948296936114674	1.5941981747066354
70547.0	1.595722061575094	1.5953499744854405
81113.0	1.5946075893187417	1.5968112779544763
93260.0	1.595495437535534	1.5976131501913964
107226.0	1.5939315657437299	1.598314790118163
123284.0	1.5939287017885475	1.5978728150221178
141747.0	1.5948549538617822	1.59861162062253
162974.0	1.5954440865163544	1.5991256327657755
187381.0	1.595323990564751	1.599666723591387
215443.0	1.597468483689524	1.6015182599654487
247707.0	1.5983133366706117	1.6017952589338842
284803.0	1.5980024859201443	1.6016102301933672
327454.0	1.5982883144248923	1.601437602113285
376493.0	1.5970639638347772	1.6014664244317482
432875.0	1.5986679788207263	1.6025865374841681
497701.0	1.5990944380372052	1.603240995615835
572236.0	1.5993985009707152	1.6039486261811036
657932.0	1.5990002021481926	1.6039247157385252
756462.0	1.5991446376094787	1.6039102375132723
869748.0	1.5997891345663984	1.6042343825632088
999999.0	1.5989750000000225	1.6041475000000056
