x	arrow-star	arrow-mst	arrow-random	ivy-random	random-random	localMinPairs-random	inbetween'-0.5-random	inbetween'-0.1-random	inbetween'-0.2-random	minWeight-random	dynamicStar-random
13848.0	2.1489339077951715	1.921605958034153	10.022335505038283	6.4198695326192965	9.09761139294884	1.967863449074086	9.265806088306272	6.5784816793207535	7.069649929912422	1.9929864638703436	2.40171929243827
15556.0	2.1483227964195923	1.9178463777665085	10.037182739967198	6.413292157824075	9.040535305830094	1.960845246059343	9.212652502134778	6.570413165077219	7.077855365406487	1.9928795023033157	2.374058884368519
17475.0	2.139946660746409	1.9191703909219775	10.013595298240247	6.392000405661882	9.009752057361116	1.9571611760160748	9.183538058668722	6.566213744983558	7.087162876081147	1.9935841304760933	2.3441567859772254
19630.0	2.1392027192865646	1.91980483709422	10.010336100357527	6.395675354187194	8.979127799014183	1.95356649292026	9.153608083114248	6.566421700080479	7.056684541029937	1.9931789975698093	2.3210410790097056
22051.0	2.140921272654862	1.9186976037855128	9.98252032057297	6.37576043871247	8.956986424987672	1.9498892145603326	9.121882969478065	6.558058834101989	7.046277429861143	1.9912688655011197	2.3027759750533505
24770.0	2.148913495164548	1.9145212867399957	10.002402189776273	6.409286327468601	8.902182226662552	1.9527618558067488	9.153077000261522	6.589079576351003	7.045905780359937	1.9880501180343206	2.29300987701869
27825.0	2.157989754423963	1.913085626098072	10.007758750907854	6.433013933977188	8.855794146542012	1.952219396925303	9.163033517713856	6.628535748926219	7.077533850434642	1.9859049925758516	2.286314552117076
31256.0	2.1632646421909016	1.913698050135989	10.021762100709497	6.432137459189248	8.807296325529462	1.9520587044557842	9.169486939665816	6.6260726116783255	7.081728290689217	1.9905055221820802	2.2774779949468646
35111.0	2.1604666683504554	1.9152745177176878	10.036040311668526	6.401845523180131	8.828737217283075	1.9487346402570158	9.156185290647718	6.621217345175618	7.08387741760024	1.9948818235415362	2.2621440291153885
39441.0	2.1723899603054084	1.918045647185006	10.027868913661521	6.436785033368768	8.780244525107822	1.9530212230016168	9.161478338343658	6.632494516102593	7.090370447381609	1.9981593831998365	2.262894359483914
44305.0	2.1816738249010736	1.9159367733571593	10.019194345811435	6.471857260411624	8.773302018329678	1.9493686905495353	9.179825318397677	6.647953574231054	7.105370992526271	1.994999720689526	2.262239314524694
49769.0	2.180322945782151	1.913122725156539	10.002451160065515	6.472711893823189	8.84678716297017	1.9478622464089261	9.151724202361919	6.665358964420482	7.096465808549431	1.9930576512154747	2.25205447966969
55907.0	2.188169444629962	1.914512386615962	10.053523866458914	6.501734260775992	8.828487676976627	1.9528849497115608	9.172644150759867	6.697006159960606	7.134370850979413	1.9931661623228651	2.252022258769541
62802.0	2.194360041474109	1.912698358499757	10.110796367023012	6.508864233244771	8.86152284875158	1.9516508855948531	9.17390884273768	6.707465298510847	7.148542210180059	1.9935962748722869	2.2512174117892467
70547.0	2.2006063921442367	1.9144142810298148	10.146505924302687	6.519154045407567	8.860082319622942	1.9543216916596988	9.207941580238202	6.7146474773126	7.159123701260716	1.997180030241088	2.2512061079779726
79247.0	2.194262832513508	1.9158533953481294	10.13484549620041	6.5044264436387556	8.876008758338882	1.955604576190958	9.196249051517153	6.685228975390474	7.125104896041874	1.9978585007313772	2.239301428437573
89020.0	2.198319908913537	1.916104209357087	10.140580979210553	6.512941930696376	8.854034756045927	1.9535510356847121	9.20866578983397	6.669115893557895	7.123397923869843	1.9962152358237166	2.23842063976576
