x	arrow-star	arrow-mst	arrow-random	ivy-random	random-random	localMinPairs-random	inbetween'-0.5-random	inbetween'-0.1-random	inbetween'-0.2-random	minWeight-random	dynamicStar-random
1.0	0.37679254781157395	6.589806880572449e-2	0.4906553821974769	0.4906553821974769	0.4906553821974769	0.4906553821974769	0.4906553821974769	0.4906553821974769	0.4906553821974769	0.4906553821974769	0.4906553821974769
2.0	0.3767925478115739	6.589806880572448e-2	0.49065538219747684	0.48309773717669235	0.48766931216060305	0.47605119675608587	0.48778472868802464	0.48309773717669235	0.4792089888452783	0.47575678226207235	0.48309773717669235
3.0	0.3767925478115739	6.58980688057245e-2	0.49065538219747684	0.48279514677935026	0.4810616833009169	0.47218844209087124	0.4825047955165282	0.48279514677935026	0.4837418120872432	0.47048189174064536	0.48279514677935026
4.0	0.3767925478115739	6.589806880572449e-2	0.4906553821974769	0.4961407483403721	0.48591266833850666	0.4697676476645268	0.4977697925105747	0.4961407483403721	0.4970874136482651	0.4674123345731211	0.4961407483403721
5.0	0.3767925478115739	6.58980688057245e-2	0.4906553821974769	0.5063107122591883	0.48465038722847176	0.46751554154353325	0.5037344638556691	0.5063107122591883	0.5072573775670812	0.46389057660949085	0.5063107122591883
6.0	0.3767925478115739	6.589806880572449e-2	0.4906553821974769	0.5041281430186687	0.49127108029083383	0.4641953913482295	0.5125817076898499	0.5041281430186687	0.5050748083265616	0.460570426414187	0.5041281430186687
7.0	0.3767925478115739	6.589806880572449e-2	0.4906553821974769	0.5077023813991419	0.491134727203373	0.4629994483862947	0.5074097609255142	0.5077023813991419	0.5073381110553898	0.4593744834522521	0.5077023813991419
8.0	0.3767925478115739	6.589806880572449e-2	0.49065538219747684	0.5110902350902455	0.48922524721955374	0.46221417618484295	0.5116826589420675	0.5110902350902455	0.5116110090719432	0.4585892112508005	0.5110902350902455
9.0	0.3767925478115739	6.589806880572449e-2	0.49065538219747684	0.49770862656323367	0.4928031148038551	0.45672554430519763	0.5175534007110437	0.49432135093477425	0.5022548162524695	0.45236407074599533	0.49770862656323367
10.0	0.3767925478115739	6.589806880572448e-2	0.49065538219747684	0.49770862656323367	0.4928031148038551	0.45672554430519763	0.5175534007110437	0.49432135093477425	0.5022548162524695	0.45236407074599533	0.49770862656323367
11.0	0.3767925478115739	6.589806880572449e-2	0.4906553821974769	0.4941419853014201	0.4928737209534914	0.4547971080119174	0.5203836442741514	0.4907547096729607	0.5146121557348907	0.4478813539092881	0.4941419853014201
12.0	0.3767925478115739	6.589806880572449e-2	0.49065538219747684	0.49440154003804027	0.49266353387943	0.45479710801191736	0.5171219199312527	0.4910142644095808	0.516265057953311	0.44591103137771665	0.49440154003804027
14.0	0.3767925478115739	6.589806880572448e-2	0.4906553821974769	0.49460817002720986	0.49957208476911075	0.45180662457405524	0.5183158722945354	0.49122089439875033	0.5079724073896474	0.4433915697791623	0.49460817002720986
16.0	0.3767925478115739	6.589806880572449e-2	0.49065538219747695	0.5050097800517482	0.48579862083169223	0.451361769114877	0.5241522416054758	0.5016225044232887	0.511172770688628	0.4393455005910495	0.5050097800517482
18.0	0.3767925478115739	6.589806880572449e-2	0.49065538219747684	0.49212141812219806	0.4918108575770261	0.43446383975048397	0.5133181027680014	0.49046357035577354	0.5034795888433112	0.4200831273524177	0.49212141812219806
20.0	0.3767925478115739	6.589806880572448e-2	0.49065538219747684	0.4781531543309835	0.49825733193679383	0.42169000380241495	0.501003051465711	0.4760337098284607	0.4912909739368581	0.40422045595580364	0.4781531543309835
23.0	0.3767925478115739	6.589806880572449e-2	0.49065538219747684	0.4647508615034902	0.48841249540485	0.40738154162255785	0.5099573576156328	0.46149893171648904	0.4833452830158948	0.38470734916759336	0.4647508615034902
25.0	0.3767925478115739	6.589806880572448e-2	0.4906553821974769	0.4848101385560613	0.5045526845639079	0.39828566889790995	0.5240387956246503	0.4786079091784849	0.4926227807317083	0.38123296988257227	0.4848101385560613
29.0	0.37679254781157395	6.589806880572449e-2	0.4906553821974769	0.4774982118206866	0.4980763222131269	0.3899315403452507	0.5182676788738279	0.4861004057646602	0.49240521293993167	0.372703525853083	0.4774982118206866
32.0	0.3767925478115739	6.589806880572448e-2	0.49065538219747684	0.4893149515050711	0.5071506258681953	0.3853753615748538	0.5281658482708316	0.48787145822713524	0.4916120502661343	0.36565239096453667	0.4893149515050711
36.0	0.3767925478115739	6.589806880572449e-2	0.49065538219747684	0.500825357743603	0.5083605137069922	0.37247724279017147	0.5337798053699813	0.4906123919703349	0.50879954665002	0.3531056615868274	0.500825357743603
41.0	0.3767925478115739	6.589806880572449e-2	0.49065538219747684	0.48729429676345365	0.5171263402207338	0.37054740683100085	0.5228692896805561	0.49157528120621863	0.4978120203739307	0.3371480796547751	0.4850323323281869
46.0	0.3767925478115739	6.589806880572449e-2	0.49065538219747684	0.5066090284541815	0.5318727417197537	0.3547912078336084	0.5019239729733699	0.49668596656164965	0.5104744141841342	0.32494990214535424	0.4989219784470526
52.0	0.3767925478115739	6.589806880572449e-2	0.49065538219747684	0.48564822539643965	0.5326731097550123	0.34644346501844464	0.5218244691741543	0.5097755445883746	0.5082310258851606	0.3118767497182702	0.48423857615874405
58.0	0.3767925478115739	6.589806880572449e-2	0.49065538219747684	0.48754564851985865	0.5280467941171195	0.33288146566859506	0.5281179111266734	0.5095183490845786	0.5031157753476783	0.2957865398093673	0.4854012047611168
65.0	0.3767925478115739	6.589806880572449e-2	0.49065538219747684	0.4823812898000072	0.5521331936317245	0.3247537678595083	0.5099869210901179	0.4957275799526903	0.5098377319439263	0.2881754305711991	0.478089887486518
73.0	0.3767925478115739	6.589806880572449e-2	0.49065538219747684	0.47881645329346423	0.5281637369242429	0.3239232256450329	0.4923520023089686	0.47415147631793086	0.523998022072653	0.28115642541443464	0.4805544927383811
83.0	0.3767925478115739	6.589806880572449e-2	0.49065538219747684	0.47947758859151757	0.5359427835875529	0.31224281341018767	0.49950572241774366	0.47949094209843524	0.5125398795826365	0.26530613792375446	0.4729042940292671
93.0	0.3767925478115739	6.589806880572448e-2	0.4906553821974769	0.4783452183860216	0.5173214048316982	0.3061473922309864	0.5241530855207907	0.48251200479762657	0.5149226785389095	0.2616282359166234	0.4619274703994131
104.0	0.3767925478115739	6.589806880572449e-2	0.49065538219747684	0.49499277907268024	0.5001792389529026	0.2928620645075093	0.5171355454763107	0.5123394928935464	0.5180498410872107	0.25200692728684243	0.49529978415392145
117.0	0.3767925478115739	6.589806880572449e-2	0.49065538219747684	0.4854220788889033	0.5020764195189086	0.2796935075148198	0.5045558322541022	0.5081734765684703	0.5364586568167168	0.23515680023339827	0.4951030949436565
132.0	0.3767925478115739	6.589806880572448e-2	0.49065538219747695	0.50848717861785	0.5073524145066249	0.27258217788790856	0.5137693381665711	0.5107420062956954	0.5187447437455419	0.23254238221576884	0.47388112192231147
148.0	0.3767925478115739	6.589806880572449e-2	0.4906553821974769	0.514729784307541	0.5218301768741906	0.2601426204547526	0.5420845898501622	0.5095458856876682	0.532454675436706	0.21729304272670924	0.4603698157444931
166.0	0.3767925478115739	6.589806880572449e-2	0.4906553821974769	0.4759561628575629	0.5181593827650443	0.2522164811445487	0.5586083345063393	0.5223892041423703	0.5085065758288185	0.20299089575607707	0.4511310356398561
187.0	0.3767925478115739	6.589806880572449e-2	0.4906553821974769	0.5113747232414023	0.49476134835826985	0.25928838271682875	0.5388570050885875	0.5484410368882344	0.5456547108452146	0.193872459887397	0.4819764870684496
210.0	0.3767925478115739	6.589806880572449e-2	0.49065538219747684	0.5159119486149175	0.5002274187759842	0.25087979565480517	0.534570029291985	0.5111043736477853	0.5460006122028344	0.18561652416423055	0.4745730894040189
236.0	0.3767925478115739	6.589806880572448e-2	0.49065538219747684	0.5203019896087172	0.48274523462266095	0.23380975790761702	0.5573888004330821	0.5280399000541103	0.5627779334586599	0.17823702853463	0.48818211579387505
265.0	0.3767925478115739	6.58980688057245e-2	0.4906553821974769	0.5289696983607348	0.48525536316709	0.2246126216646191	0.5626207820695619	0.5128269643334366	0.5113007411094794	0.16956195393509713	0.47045257628048337
298.0	0.3767925478115739	6.589806880572449e-2	0.49065538219747684	0.5283926050467259	0.5107047038636926	0.22327286945044406	0.5601384300181382	0.5006403897533853	0.5166514805226164	0.15752963671660622	0.44259059776961024
335.0	0.3767925478115739	6.589806880572448e-2	0.4906553821974769	0.5377387375763326	0.48341639848826384	0.21667315503458326	0.5263757698115815	0.5427777471517596	0.5037997586183598	0.14836641890193186	0.45409683024777675
376.0	0.3767925478115739	6.589806880572449e-2	0.49065538219747684	0.5367884896576398	0.48900814322351105	0.21600462181097388	0.5501775940605915	0.5435200256981816	0.5026769117071418	0.14133617804805437	0.4525663661846609
422.0	0.3767925478115739	6.589806880572448e-2	0.4906553821974769	0.5237218949467402	0.48824629227547117	0.2113187809895405	0.549016774013381	0.526997780017404	0.5320380003906345	0.12293977812675498	0.44505069064132696
475.0	0.3767925478115739	6.589806880572449e-2	0.4906553821974769	0.49903060976230196	0.5107219744373452	0.19970228580883095	0.5243592117677407	0.5129711597030266	0.5300374553525526	0.11918597280467016	0.4206382641581079
533.0	0.3767925478115739	6.589806880572449e-2	0.49065538219747684	0.5152057019848166	0.4851777112684225	0.19358558589574368	0.5653945049165098	0.5070301944333105	0.551178021119699	0.10988103352294358	0.41776461711002916
599.0	0.3767925478115739	6.589806880572448e-2	0.4906553821974769	0.5222944837246625	0.5255577506201098	0.1816106201865461	0.5804935601897129	0.5511056053863116	0.5382012250231342	0.10714775071905465	0.3939852030514567
673.0	0.3767925478115739	6.589806880572448e-2	0.4906553821974769	0.49575657796636374	0.469830410434446	0.1804717843998353	0.5411801573931906	0.5181798465084676	0.5649232043599962	0.10564019444312031	0.3975494897443313
756.0	0.3767925478115739	6.589806880572449e-2	0.49065538219747684	0.5286652189522043	0.4984424815045526	0.17605786842507049	0.5192708514558304	0.5195527830645256	0.5373410570408169	0.10251273182005817	0.38823651608543147
849.0	0.3767925478115739	6.589806880572448e-2	0.49065538219747684	0.5384167505343106	0.5161053228166236	0.1775552168801899	0.50999771441908	0.5406842908931692	0.5512734946994943	0.10185550762939813	0.39961983006839713
954.0	0.3767925478115739	6.589806880572449e-2	0.49065538219747684	0.5329585186780075	0.4847159272041558	0.17260260568066965	0.5017277903794569	0.5374962432833805	0.580997339640459	9.942816642420962e-2	0.40315397136298475
1072.0	0.3767925478115739	6.589806880572449e-2	0.49065538219747695	0.47957755079006864	0.4827462783832324	0.16746441995807035	0.5597833804825866	0.5458301544660987	0.5504926301314639	9.687628185930135e-2	0.3977500359733245
1204.0	0.3767925478115739	6.589806880572449e-2	0.49065538219747684	0.4995343855960614	0.4679276889525977	0.15926469375207708	0.49654837361706383	0.4739796104357934	0.5416341455924696	9.349354639948528e-2	0.38668900760272035
1353.0	0.3767925478115739	6.589806880572448e-2	0.49065538219747684	0.5484927236697319	0.5296992179257795	0.1633883000414213	0.5498022495230849	0.5242951379900437	0.5883635747713116	9.2403341111788e-2	0.38311650169344325
1519.0	0.3767925478115739	6.589806880572449e-2	0.4906553821974769	0.4986018917172851	0.5224325733069484	0.1619375258185804	0.5185978283847625	0.5132107840647502	0.5004811676800852	9.18752375982166e-2	0.3804241770259244
1707.0	0.3767925478115739	6.589806880572448e-2	0.49065538219747684	0.47765138537739643	0.5143843635365651	0.15253644437794497	0.5705926640158036	0.5272729273885234	0.539028831158764	9.032040610106457e-2	0.38868312125050936
1917.0	0.3767925478115739	6.589806880572449e-2	0.49065538219747684	0.4905820387360347	0.49079105419501545	0.15043610502068366	0.5387710775276944	0.5193010877432421	0.5097697640434419	8.530559693495733e-2	0.3952176813549796
2154.0	0.3767925478115739	6.589806880572449e-2	0.4906553821974769	0.48285601638970305	0.4625475207369709	0.15379980000471502	0.5266170769062444	0.5311447573406641	0.5640305999825295	8.105338036707187e-2	0.4017946305594139
2420.0	0.3767925478115739	6.589806880572448e-2	0.4906553821974769	0.4954646775714528	0.5005537606925632	0.14601506022133193	0.5056836429867014	0.4951298067608225	0.5173546341740209	8.061415258771307e-2	0.38446874042980106
2718.0	0.3767925478115739	6.589806880572449e-2	0.49065538219747684	0.45639311005803085	0.5062263978891495	0.14820029040918634	0.5046677622608188	0.5231308265062867	0.5311705065153719	7.43346968926581e-2	0.3829536941763541
3053.0	0.37679254781157395	6.589806880572448e-2	0.4906553821974769	0.5466463603241614	0.4935238969382108	0.13916495746370852	0.572676508791873	0.5261814371455898	0.5161623032242431	7.309152271893098e-2	0.3796550052997267
3430.0	0.3767925478115739	6.589806880572448e-2	0.4906553821974769	0.4866416016378041	0.5070465304004363	0.13420605957613316	0.5419755243821007	0.5356662002285253	0.507602997211581	7.309152271893096e-2	0.37804584446012246
3853.0	0.3767925478115739	6.589806880572449e-2	0.4906553821974769	0.47203441026098714	0.4715375617663941	0.13617273456220236	0.5186252034934433	0.5055048206645935	0.5013882147679251	7.26516926027233e-2	0.3742118816782192
4328.0	0.3767925478115739	6.589806880572449e-2	0.4906553821974769	0.5072625390157756	0.5181008904382801	0.13484297417972982	0.532042459530227	0.49044850209425234	0.5057716366584327	7.212101304833675e-2	0.3717706211891158
4862.0	0.3767925478115739	6.589806880572448e-2	0.4906553821974769	0.5205376975497495	0.4769417134252196	0.13527446439520707	0.5139678110342494	0.504389996617937	0.5333538868215507	7.183375951776039e-2	0.3765368516601444
5462.0	0.3767925478115739	6.589806880572449e-2	0.4906553821974769	0.5170566731346626	0.5186581028172075	0.13380263151767133	0.505446575719993	0.5046208969759499	0.49991877295067544	7.074410311197206e-2	0.377512305277484
6135.0	0.3767925478115739	6.589806880572448e-2	0.49065538219747684	0.5087236287997092	0.5486067062175424	0.12840195932523357	0.5523594408072038	0.520667079485854	0.5678635630592411	6.957697396238938e-2	0.3767925478115739
6892.0	0.3767925478115739	6.589806880572448e-2	0.49065538219747684	0.4842825061976121	0.5358331247297774	0.11968087773122019	0.5247843449252266	0.5126936304762013	0.5247152583040119	6.800619381448102e-2	0.3752470320146908
7742.0	0.37679254781157395	6.589806880572449e-2	0.49065538219747695	0.4782059318221186	0.49682475736781034	0.14066804649985948	0.5500303774684412	0.5091793292910346	0.5331585062671399	6.75718074392877e-2	0.37373219864077917
8697.0	0.3767925478115739	6.589806880572449e-2	0.4906553821974769	0.49840218715695456	0.4924640173231854	0.11127320730484096	0.5171672877333039	0.5024648172046888	0.5094790725904745	6.75718074392877e-2	0.3727871600210622
9770.0	0.3767925478115739	6.589806880572449e-2	0.49065538219747684	0.4964802780043542	0.4937598657309868	0.13052595180780535	0.5332376010765223	0.4747858751188057	0.5703879413358725	6.744997629315914e-2	0.3767925478115739
10974.0	0.3767925478115739	6.58980688057245e-2	0.49065538219747684	0.4818905078202376	0.46869441956775065	0.12280075446310468	0.5037046232847234	0.5169264618872952	0.5300447589092665	6.744997629315916e-2	0.3767925478115739
12328.0	0.3767925478115739	6.589806880572449e-2	0.49065538219747684	0.5120486982549572	0.5181601057201198	0.128478227026735	0.5234999692509109	0.47465491729561077	0.5194792091059579	6.744997629315914e-2	0.3767925478115739
