x	arrow-star	arrow-mst	arrow-random	ivy-random	random-random	localMinPairs-random	minWeight-random	dynamicStar-random
1.0	1.0260506823575506	1.2718851617980285	16.408512937097512	13.989862808944686	11.328794251401137	13.989862808944686	13.989862808944686	13.989862808944686
2.0	1.207287633468441	1.241272817607177	16.405120952565603	12.251527580021882	8.766283281491011	12.251527580021882	12.994507116726268	12.251527580021882
3.0	1.402267817080144	1.197810110255718	15.954393551239242	11.384409308027244	8.513196457592855	11.384638307902232	11.790204438380266	11.384409308027244
4.0	1.328281938895687	1.3901838811770202	14.04264462875053	9.449005659150938	7.947297372740408	9.455590960713675	9.7800438650961	9.449005659150938
5.0	1.3333535288823353	1.8300029506410445	12.908427205218594	9.119240551215258	7.392094613394582	8.924820180057784	9.187836309838842	9.119240551215258
6.0	1.5902180318914638	2.5380142983601894	13.94035247974652	8.766390174764068	6.579914860179998	8.370728813188842	8.67182826246422	8.766390174764068
7.0	1.5381859519161887	2.424822165475328	12.73549242906018	8.171720715682879	6.176898895473497	7.9470607685228885	8.170681692134764	8.171720715682879
8.0	1.8474571062559744	2.300276716016404	12.887353429553194	8.120446514417136	5.864140050543016	7.924253684057067	8.314166971278384	8.120446514417136
9.0	1.776938048933391	2.216865494618382	12.069689030262866	7.5362521756771885	6.144564816120143	7.398084598292653	7.788824607112518	7.5362521756771885
10.0	2.186592872020496	2.180785156469248	15.47931453880054	9.34282411593241	6.250343736787865	9.45379759883296	9.809015788669202	9.34282411593241
11.0	2.1034575145154997	2.1404722891920582	14.57403641513704	8.757944433292225	5.974041527848573	8.90320073133201	9.228817405348565	8.757944433292225
12.0	2.298845370308803	2.0639930152746477	16.007174192681845	10.591637250645572	11.844729672082192	10.110725594928015	10.435233910817963	10.591637250645572
14.0	2.4046806442741646	2.1983270549786473	16.184827226310567	10.249370389286764	11.59061042833295	9.750388699764263	10.17173172801325	10.249370389286764
16.0	2.4103629808316476	2.1345049917812364	16.005542845223722	9.57857753455677	11.137417511536539	9.22574796020644	9.712600092845491	9.57857753455677
18.0	2.40804161564918	2.0861651208423835	17.678948133221457	9.79000269802756	10.941689509817834	8.963934724638232	9.980357223901969	9.79000269802756
