x	reclique	ivy-random	arrow-star	arrow-mst	localMinPairs-random	inbetween-3-4-random
187381.0	8.651076410754095	7.257127152020975	1.9981161477623195	8.670843517520517	8.635103691923511	2.4193999423637504
215443.0	8.654740907149566	7.260768459553262	1.9981108780007846	8.67057796921717	8.63511631792957	2.368151352555668
247707.0	8.651488849774411	7.2597251602692765	1.998138937781587	8.667552117816273	8.629014807757672	2.3235260871671457
284803.0	8.652346877150428	7.260126262271527	1.9981285375205478	8.667926012275133	8.626767882473736	2.284125222960333
327454.0	8.65231253149285	7.2599654914415055	1.9981524178894854	8.669527110595316	8.62441862240634	2.2499091478217914
376493.0	8.65394402035628	7.26144639755197	1.9982071427433006	8.670762349466447	8.623364515769266	2.2195891567992683
432875.0	8.654247405723657	7.263255528141872	1.9981911679095248	8.669739140077066	8.62358273500941	2.192734177917007
497701.0	8.653469345110027	7.263217748773183	1.998189679768224	8.668723452989957	8.622691891935318	2.1691212814093417
572236.0	8.653115754486139	7.2637997892480515	1.9981913088457832	8.668999033617142	8.62200626663431	2.148190347705571
657932.0	8.651450831619623	7.264171275798586	1.9981928251052719	8.667972270732633	8.620005380487274	2.1298186897449485
756462.0	8.652206386829093	7.263214459927328	1.9981955495509702	8.669530433081174	8.61894236730688	2.1138456210019445
869748.0	8.654807306475414	7.263610535913352	1.9981845336987822	8.670750986778922	8.619630491095887	2.0996862313149904
999999.0	8.655454999999726	7.263499000000156	1.9981489999999693	8.669499999999767	8.618647000000289	2.0872479999999722
