x	reclique	ivy-random	arrow-star	arrow-mst	localMinPairs-random	inbetween-3-4-random
17475.0	7.256408789196614	6.175440604257268	1.9930762188143667	7.3491645685511795	7.390135042343769	2.9920462348363324
20092.0	7.263076693375811	6.175533767978878	1.993480316528137	7.356243467874388	7.390832628278501	2.882546160354346
23101.0	7.26270452774652	6.172019738550763	1.9936369145528443	7.354644619513466	7.379750670937574	2.7833520907280773
26560.0	7.262301871164495	6.168555400775563	1.9940137796016641	7.354655321712283	7.369790294040138	2.6964722713753346
30538.0	7.261239726251671	6.160876256589904	1.9940076623334082	7.350469890959131	7.358885359704004	2.6202233209993686
35111.0	7.260765550239233	6.160457963089506	1.9940476190476182	7.34256094782412	7.360133287764886	2.5528879015721015
40370.0	7.257362958559341	6.157910381214207	1.9941294493572144	7.336479155829705	7.358301751257118	2.4955289688142375
46415.0	7.257152705963429	6.166343502240579	1.9944200275767028	7.338051533953859	7.356644260599812	2.445255946225427
53366.0	7.255345063428686	6.165289411059243	1.994622144771121	7.330035415144264	7.351378192516025	2.4001911293495746
61359.0	7.260446544980389	6.16308670143416	1.9949315514993515	7.335870273794111	7.3466590612777205	2.3605769230769096
70547.0	7.261439020241527	6.164611328457225	1.9948545671032538	7.339031581334784	7.342405170947472	2.327110619719915
81113.0	7.265724782404964	6.164435239292866	1.9951056537712433	7.338782454323624	7.341001553369359	2.297223660527141
93260.0	7.264161868305097	6.163959211245867	1.9949925477959765	7.334534264054731	7.3376330942194326	2.2712066136970357
107226.0	7.265203726673347	6.165816445484822	1.9951971052067103	7.33630522163269	7.334393389724611	2.2493868148880236
123284.0	7.267161455164888	6.165413472847434	1.9951088940260358	7.3394898000568976	7.334671695664533	2.2300766516607453
141747.0	7.266642210119371	6.165187515873214	1.9951251516776258	7.341895476479412	7.333359200835319	2.2123698394333204
162974.0	7.266721889860412	6.166964258321839	1.9950115048320352	7.337186685074428	7.331382113821208	2.1968952293295994
187381.0	7.26819011431192	6.16591241421269	1.9949248060112548	7.33746037506271	7.330122423712028	2.183544844221921
215443.0	7.266723603349363	6.166734743135072	1.9949174727539443	7.333752622491202	7.329092478787991	2.1722628618109203
247707.0	7.265744344147205	6.167794338495314	1.9948608845899356	7.332742584010195	7.329210199105331	2.162711741243694
284803.0	7.2680650552660815	6.168294686872302	1.9948631339447516	7.334394882094394	7.331512197862339	2.1538285979129106
327454.0	7.267865813623174	6.168869004901396	1.9947504237223581	7.333538959551791	7.3322013711807665	2.1466308347711545
376493.0	7.266761223286439	6.1672483492432795	1.9946798620960917	7.334658719660993	7.329086253698541	2.1404139242590925
432875.0	7.268762878976877	6.1681451501123465	1.9947305925946812	7.333407257505705	7.330695164435134	2.1351680388841014
497701.0	7.267907301959732	6.167343108928783	1.994717722653356	7.333301855327215	7.329534540749307	2.130369176736229
572236.0	7.268970723668689	6.167255874751264	1.994689263364714	7.33393681289402	7.329124121649029	2.1262291672854956
657932.0	7.270057893432857	6.168226855926094	1.994684869128071	7.333017191720113	7.3290775808479705	2.1227556605307147
756462.0	7.271803115287802	6.169634205506401	1.994626306904706	7.332468342800661	7.330322831387849	2.1193515082693586
869748.0	7.272712012316255	6.169416693781599	1.9945811952644898	7.33316738507305	7.330726450964697	2.116522123049277
999999.0	7.272616000000059	6.169128999999963	1.9946330000001196	7.333624999999996	7.330200999999982	2.11451300000003
