x	arrow-star	arrow-mst	ivy-random	localMinPairs-random
1.0	0.38269374484917806	2.104559744188836e-2	0.5167392060905057	0.5150597811907381
2.0	0.38269374484917806	2.104559744188836e-2	0.5168660784703902	0.5137508386191928
3.0	0.38269374484917806	2.1045597441888355e-2	0.5159267868096745	0.5130045191602812
4.0	0.38269374484917806	2.1045597441888348e-2	0.51630963102893	0.5111714010399676
5.0	0.38269374484917806	2.1045597441888355e-2	0.5155963426451177	0.509915474896831
6.0	0.38269374484917806	2.1045597441888355e-2	0.5156080443274594	0.5088380547923426
7.0	0.38269374484917806	2.104559744188836e-2	0.5162689159544713	0.5086387219784605
8.0	0.38269374484917806	2.1045597441888355e-2	0.5168780076504323	0.5066142493292991
9.0	0.38269374484917806	2.1045597441888355e-2	0.5167700367642798	0.5060926346467067
10.0	0.38269374484917806	2.1045597441888362e-2	0.5173362509954228	0.5037069376158309
12.0	0.38269374484917806	2.1045597441888355e-2	0.5169785078198967	0.5024872338177502
14.0	0.38269374484917806	2.1045597441888362e-2	0.5167675815774665	0.5006769898612201
16.0	0.38269374484917806	2.1045597441888355e-2	0.5167512525334916	0.4997424698784469
18.0	0.38269374484917806	2.1045597441888355e-2	0.5175898005290634	0.49892372063584495
21.0	0.38269374484917806	2.1045597441888348e-2	0.5218658865899873	0.49845520162174883
24.0	0.38269374484917806	2.1045597441888348e-2	0.5217124382948436	0.49721441236351915
28.0	0.38269374484917806	2.104559744188835e-2	0.5212092110405377	0.495298437842426
32.0	0.38269374484917806	2.104559744188836e-2	0.5221779200942362	0.4942203948628806
37.0	0.38269374484917806	2.1045597441888355e-2	0.5200666856688874	0.4927500533879122
43.0	0.3826937448491781	2.104559744188835e-2	0.5195074855171259	0.4885945015188985
49.0	0.38269374484917806	2.104559744188836e-2	0.5168837251957968	0.4846827857811845
57.0	0.38269374484917806	2.104559744188835e-2	0.5176148970676953	0.4816629823845685
65.0	0.38269374484917806	2.1045597441888362e-2	0.5176884645894959	0.4745160531175066
75.0	0.38269374484917806	2.1045597441888348e-2	0.5179485693939797	0.47183580773615846
86.0	0.38269374484917806	2.1045597441888365e-2	0.5178696294110854	0.4671824913673584
99.0	0.38269374484917806	2.1045597441888355e-2	0.5197634056695128	0.4634091685312445
114.0	0.38269374484917806	2.1045597441888355e-2	0.5232565212920977	0.4575703172397484
132.0	0.38269374484917806	2.1045597441888355e-2	0.5156108126760174	0.45151642417331095
151.0	0.38269374484917806	2.104559744188836e-2	0.5152850971469811	0.44425637458085027
174.0	0.38269374484917806	2.1045597441888355e-2	0.5174587977393826	0.434082147107739
200.0	0.38269374484917806	2.1045597441888355e-2	0.5175254662060826	0.42767186304424737
231.0	0.38269374484917806	2.1045597441888362e-2	0.5180616907845482	0.42065771070283936
265.0	0.38269374484917806	2.1045597441888355e-2	0.521930018762687	0.41519507363700364
305.0	0.38269374484917806	2.1045597441888348e-2	0.5138312873017589	0.4051866572982789
351.0	0.38269374484917806	2.1045597441888355e-2	0.5181650158238811	0.39534462872893095
403.0	0.38269374484917806	2.104559744188836e-2	0.5211417579331407	0.3838420791085495
464.0	0.38269374484917806	2.1045597441888355e-2	0.524074407884761	0.3702553783938054
533.0	0.38269374484917806	2.1045597441888355e-2	0.5202439385340857	0.3612803103480609
613.0	0.38269374484917806	2.1045597441888355e-2	0.5243719143124008	0.3507910166825055
705.0	0.38269374484917806	2.104559744188836e-2	0.513165567924285	0.3394337932170601
811.0	0.38269374484917806	2.1045597441888355e-2	0.5142509310872981	0.3289598886285338
932.0	0.38269374484917806	2.104559744188836e-2	0.5142240539908173	0.31658675901868716
1072.0	0.38269374484917806	2.1045597441888362e-2	0.5123508235757299	0.30632875652285163
1232.0	0.38269374484917806	2.1045597441888362e-2	0.5142210550223898	0.2903478259109505
1417.0	0.38269374484917806	2.104559744188836e-2	0.5319914409034769	0.281183244268538
1629.0	0.38269374484917806	2.104559744188836e-2	0.5164525027822098	0.26958270317130645
1873.0	0.38269374484917806	2.1045597441888355e-2	0.5207857610739192	0.25769116131649245
2154.0	0.38269374484917806	2.1045597441888355e-2	0.5242576486901976	0.24673281913397282
2477.0	0.38269374484917806	2.1045597441888362e-2	0.5128679298498835	0.23761985865944146
2848.0	0.38269374484917806	2.1045597441888355e-2	0.5172552439694027	0.22681334221688787
3274.0	0.38269374484917806	2.1045597441888362e-2	0.525883182317494	0.2202738924913669
3764.0	0.38269374484917806	2.1045597441888365e-2	0.5263185277070026	0.21357433055261243
4328.0	0.38269374484917806	2.104559744188836e-2	0.5244170205581633	0.20897713583211633
4977.0	0.38269374484917806	2.104559744188836e-2	0.5207982555870325	0.20312552664249223
5722.0	0.38269374484917806	2.1045597441888362e-2	0.5273383576649058	0.1955563348459203
6579.0	0.38269374484917806	2.1045597441888362e-2	0.5165185747874301	0.18877682680154084
7564.0	0.38269374484917806	2.1045597441888362e-2	0.5223440097632847	0.1822040642224672
8697.0	0.38269374484917806	2.1045597441888362e-2	0.5352495085688409	0.17668322142163576
9999.0	0.38269374484917806	2.1045597441888362e-2	0.5361004089000215	0.1711352858851703
11497.0	0.38269374484917806	2.1045597441888355e-2	0.5159707376591226	0.16592936037281128
13219.0	0.38269374484917806	2.104559744188836e-2	0.5201536894306318	0.1584384374490398
15199.0	0.38269374484917806	2.1045597441888355e-2	0.5197937005738715	0.1531572515767541
17475.0	0.38269374484917806	2.1045597441888355e-2	0.5244883838877775	0.14740678558511136
20092.0	0.38269374484917806	2.1045597441888362e-2	0.5272031243877834	0.1380697715652405
23101.0	0.38269374484917806	2.104559744188836e-2	0.5219858761852356	0.1382520963701187
26560.0	0.38269374484917806	2.1045597441888355e-2	0.5127503372729664	0.13418601985148776
30538.0	0.38269374484917806	2.104559744188836e-2	0.5263602658894991	0.13699629750089526
35111.0	0.3826937448491781	2.1045597441888362e-2	0.5334053490807694	0.13329040498723108
40370.0	0.38269374484917806	2.1045597441888365e-2	0.5135515247862751	0.1277440815947611
46415.0	0.38269374484917806	2.1045597441888355e-2	0.5194709609174211	0.125941906663184
53366.0	0.3826937448491781	2.104559744188836e-2	0.5124439365873019	0.12769906695543218
61359.0	0.38269374484917806	2.104559744188836e-2	0.5142947889987771	0.1230386131345514
70547.0	0.38269374484917806	2.1045597441888355e-2	0.5253660483534569	0.12088698346331367
81113.0	0.38269374484917806	2.1045597441888355e-2	0.5183091050353951	0.12037574577639198
93260.0	0.38269374484917806	2.1045597441888362e-2	0.5154397148191008	0.11680168752030885
107226.0	0.38269374484917806	2.1045597441888355e-2	0.5166610305138586	0.11576641566442465
123284.0	0.38269374484917806	2.1045597441888362e-2	0.5257451744581673	0.11270219681890362
141747.0	0.38269374484917806	2.1045597441888355e-2	0.5183561531420424	0.11709499599185004
162974.0	0.38269374484917806	2.104559744188836e-2	0.5047780375040758	0.11292742977038789
