x	arrow-star	arrow-mst	ivy-random	localMinPairs-random
187381.0	0.3826937448491781	2.104559744188835e-2	0.5064556349287183	0.10647895776666297
215443.0	0.38269374484917806	2.1045597441888355e-2	0.5228839914644616	0.10974690872785918
247707.0	0.3826937448491781	2.104559744188836e-2	0.5223356103583462	0.11205423852418973
284803.0	0.38269374484917806	2.104559744188836e-2	0.539980225967626	0.11173393547733709
327454.0	0.38269374484917806	2.1045597441888355e-2	0.5210868041951061	0.10787973138965913
376493.0	0.38269374484917806	2.1045597441888362e-2	0.5177267547348798	0.11035309031959843
432875.0	0.38269374484917806	2.1045597441888355e-2	0.5186566817624545	0.11156600163607802
497701.0	0.38269374484917806	2.1045597441888355e-2	0.5152159931258901	0.10947653136021258
572236.0	0.38269374484917806	2.1045597441888355e-2	0.532607511190572	0.1115277435242075
657932.0	0.38269374484917806	2.1045597441888355e-2	0.5292762345418792	0.11697203098023277
756462.0	0.38269374484917806	2.1045597441888355e-2	0.5182527654820916	0.10591346346150302
869748.0	0.38269374484917806	2.104559744188836e-2	0.52225803004694	0.10685680311989698
999999.0	0.38269374484917806	2.1045597441888355e-2	0.5171719935297345	0.11163901786790323
1000000.0	0.38269374484917806	2.1045597441888362e-2	0.518380486009951	0.11163901786790321
