x	arrow-star	inbetween2-0.0-random	inbetween2-0.125-random	inbetween2-0.25-random	inbetween2-0.375-random	inbetween2-0.5-random	inbetween2-0.625-random	inbetween2-0.75-random	inbetween2-0.875-random	inbetween2-1.0-random
1.0	0.38269374484917806	0.5303271394939623	0.5303271394939623	0.5303271394939623	0.5303271394939623	0.5303271394939623	0.5303271394939623	0.5303271394939623	0.5303271394939623	0.5303271394939623
2.0	0.38269374484917806	0.5309012219212068	0.5309012219212068	0.5309012219212068	0.5309012219212068	0.5309012219212068	0.5309012219212068	0.5306708054364891	0.5306708054364891	0.5303271394939624
3.0	0.38269374484917806	0.5306502248872887	0.5306502248872887	0.5306502248872887	0.530108986708017	0.5305228909320389	0.5304670411911424	0.5308031494267855	0.5303383235244084	0.5303271394939623
4.0	0.38269374484917806	0.5298192753244529	0.5301750512588508	0.5300459522012403	0.5286757259870809	0.5293145961921515	0.529258746451255	0.5305677060667187	0.5302145304421475	0.5303271394939623
5.0	0.38269374484917806	0.531126568839886	0.5319161405692329	0.5317870415116223	0.5307102083696594	0.5293380423064655	0.5299537515189999	0.5312830701211265	0.5307200075805608	0.5303271394939623
6.0	0.38269374484917806	0.5307854272741268	0.5315749990034736	0.5314458999458631	0.5304425070312394	0.5287154552540846	0.529331164466619	0.5299649174303418	0.5294018548897758	0.5303271394939623
7.0	0.38269374484917806	0.5314950635513207	0.5322846352806676	0.5321555362230573	0.5313766823460372	0.531288352101972	0.5305542840261177	0.5314198800704442	0.5294463775056907	0.5303271394939622
8.0	0.38269374484917806	0.5312444185995941	0.532033990328941	0.531125731061905	0.5294507911021058	0.529619541645521	0.5298740630859011	0.530977483654299	0.5305653799159461	0.5303271394939623
9.0	0.38269374484917806	0.5311271123949879	0.5319166841243348	0.5314535485727935	0.5289584025066205	0.5289453950734216	0.5298691121766405	0.530940179164553	0.5283896140373089	0.5303271394939623
10.0	0.38269374484917806	0.5305506879846039	0.5313402597139507	0.5309939449185265	0.5288568809381008	0.5311918035542158	0.5296198944691302	0.5316918993860484	0.5285658476273375	0.5303271394939623
11.0	0.38269374484917806	0.5305658514895019	0.5313554232188487	0.5310091084234243	0.5289214674152939	0.5312563900314089	0.5296844809463234	0.5317564858632414	0.5286304341045305	0.5303271394939624
12.0	0.38269374484917806	0.5295788378301389	0.5303684095594857	0.5301690731473624	0.5281459387113312	0.5301444577530363	0.5284832274488527	0.5295968781856611	0.5288494753730731	0.5303271394939623
14.0	0.38269374484917806	0.5299328573777385	0.5309813285556626	0.5307386944745743	0.5297498345840423	0.5309123164461449	0.5314681297765607	0.5299553037716845	0.5303891209757718	0.5303271394939623
16.0	0.38269374484917806	0.5301032067356726	0.530963626149616	0.5314315383537344	0.5296538307825073	0.5310035967614378	0.5316213016354089	0.5300654560704335	0.5308585470380004	0.5303271394939623
18.0	0.38269374484917806	0.5301711267083934	0.5309803211380284	0.5311064926475776	0.5293696115385905	0.5312696938446712	0.5316860243194935	0.5282154935997313	0.5309082781137525	0.5303271394939624
20.0	0.38269374484917806	0.5291016058545892	0.5299108002842243	0.5312148279944036	0.5270611303754263	0.5300718782966745	0.5305510907711407	0.5285324223062954	0.5264335436360644	0.5303271394939624
23.0	0.38269374484917806	0.5278423755100076	0.5284790968389209	0.5299576907652414	0.5260016497621659	0.5304139112678464	0.5298104557603996	0.5272871829631575	0.529496492478961	0.5303271394939623
25.0	0.38269374484917806	0.5263116559630352	0.5270445669542461	0.5305979963041115	0.5256098517689108	0.5291551330388122	0.528327301141176	0.5261802239844479	0.5296182963661608	0.5303271394939623
29.0	0.38269374484917806	0.5303426056311301	0.5320273714108263	0.5290543105272615	0.5262208454126375	0.5316582077519286	0.5248564617268481	0.5283905681880031	0.5296088345819269	0.5303271394939622
32.0	0.38269374484917806	0.5328628544148579	0.5342575043534642	0.5311961750650925	0.5272664480898638	0.5313580392348525	0.5262950236641176	0.5296812337272179	0.5306602920332725	0.5303271394939623
36.0	0.38269374484917806	0.538227846685547	0.5393838140779194	0.5329436470180714	0.5286483709826928	0.5306053716882124	0.5292197422388394	0.5282093892580301	0.5285172951910089	0.5303271394939622
41.0	0.38269374484917806	0.5333263583939445	0.5343498381337153	0.5320326880635646	0.5251690382174743	0.5298317995441707	0.5298970115938477	0.5294925196655458	0.5299741580290022	0.5303271394939624
46.0	0.38269374484917806	0.5336031433976022	0.5351516180172832	0.5322454109329828	0.5255809090130654	0.5324531791888233	0.5319657851962146	0.5290564991305969	0.5305142695287267	0.5303271394939623
52.0	0.38269374484917806	0.5325999719254405	0.533550279224633	0.5322087624275346	0.5274485606641072	0.5330885835719955	0.5311575109853699	0.5268396685632238	0.5294507521287806	0.5303271394939623
58.0	0.38269374484917806	0.5318445536368804	0.5331774035680821	0.5333127578372258	0.5277271930628017	0.536977939812919	0.5338827402045212	0.5284918072209943	0.5269702985362305	0.5303271394939623
65.0	0.38269374484917806	0.5273843594051414	0.5334081285114837	0.5324899046792009	0.5243234874931975	0.5328581870925193	0.5306954362599946	0.5253453206390419	0.5278470721568165	0.5303271394939623
73.0	0.38269374484917806	0.5287759993888688	0.5339300109903479	0.53071383881057	0.526074500435556	0.5333313744253046	0.5346007073390459	0.5278332532878325	0.528244310187383	0.5303271394939623
83.0	0.38269374484917806	0.5318193517458399	0.5354257940449778	0.5308279859808311	0.5245768732985898	0.5381713969603041	0.5314550873120055	0.5283753578484169	0.5321184304561433	0.5303271394939624
93.0	0.38269374484917806	0.5277257060885469	0.5337839580403798	0.5309037807110825	0.5286051959185949	0.5359138003694667	0.5326208015684132	0.5303776233989541	0.5284318376550146	0.5303271394939623
104.0	0.38269374484917806	0.5270435671294845	0.534259635665529	0.5268700337668631	0.5300727057326607	0.5383215690982833	0.5366190134197303	0.5345119231251358	0.5349914352846518	0.5303271394939622
117.0	0.38269374484917806	0.5291512512916132	0.5364782903752563	0.5290145239264451	0.535159507892008	0.538220062770533	0.5415959684473534	0.5371532223647617	0.5312247591899787	0.5303271394939623
132.0	0.38269374484917806	0.5313377466547528	0.5349223964739704	0.529227938888694	0.5361940525736415	0.536912515280401	0.5410401421531177	0.5379413021425313	0.5348970550994332	0.5303271394939623
148.0	0.38269374484917806	0.5324912200865565	0.5327756183148944	0.5269718808990369	0.5329595578193966	0.5368247116273508	0.538237083371331	0.542247303064872	0.5341670992901769	0.5303271394939623
166.0	0.38269374484917806	0.5316266508511588	0.531388739812961	0.5242982676824058	0.5328181558014918	0.5333068318652936	0.5367836506823925	0.542797327619877	0.5306148532119654	0.5303271394939623
187.0	0.38269374484917806	0.5291552301256661	0.5283813505180025	0.5214104729196836	0.5308130485958339	0.5331643683766715	0.5418462641405916	0.5414094224362443	0.5307225954989865	0.5303271394939623
210.0	0.38269374484917806	0.5307663310290687	0.5313990891919376	0.5228085786763389	0.5261120563625086	0.5369511957391356	0.5445455220546779	0.5425945678537909	0.5357223243009249	0.5303271394939624
236.0	0.38269374484917806	0.5302162915498788	0.5305084480079554	0.522733743549121	0.5310794557561701	0.5421810424642773	0.5389617376386836	0.5406052304376207	0.534093959920861	0.5303271394939624
265.0	0.38269374484917806	0.5281531752576405	0.5294430662820613	0.5272131781254226	0.5304795301640598	0.5435145289677215	0.5467307777023361	0.5417429833680627	0.5403330846785356	0.5303271394939623
298.0	0.38269374484917806	0.5278521662743776	0.5369792988377534	0.5301128277647879	0.5346887362684933	0.5431904793418354	0.5525227259823242	0.5451547392426408	0.5375706993611602	0.5303271394939623
335.0	0.38269374484917806	0.5277565717050059	0.5355298410226985	0.5313128795602408	0.5367548450251577	0.538513262353307	0.5540489831970314	0.5434837625535062	0.5401077046264381	0.5303271394939623
376.0	0.38269374484917806	0.5311004408870514	0.5474340404425994	0.532087647545468	0.5280793314009856	0.535918162493463	0.5562561636455982	0.5455065751700919	0.5487584574637393	0.5303271394939624
422.0	0.38269374484917806	0.5282614815207256	0.5444058897180418	0.5368340406860418	0.5333725357327038	0.5339005687524025	0.5519997695406759	0.5514196436163974	0.54297569446457	0.5303271394939623
475.0	0.38269374484917806	0.5232711216660381	0.5401572388128908	0.528477412325562	0.5335608918993114	0.5332198017478182	0.5475929902529381	0.5486642851294172	0.5456318854323747	0.5303271394939623
533.0	0.38269374484917806	0.5188681315096618	0.5431885890054763	0.5271818697313164	0.5357170625042686	0.5369745466278926	0.5460410889147523	0.554243323425599	0.5432346551327952	0.5303271394939624
599.0	0.38269374484917806	0.5165969029077967	0.5447870698378587	0.5354479982178066	0.5336527115814643	0.5413410626947464	0.5484272620630066	0.5591528615209362	0.5478353051424126	0.5303271394939623
673.0	0.38269374484917806	0.5204002910908664	0.5487369834385847	0.5310572437380162	0.5344596319822678	0.5375168045167991	0.5524154080504454	0.5664478084173783	0.5447342978845132	0.5303271394939623
756.0	0.38269374484917806	0.5267901686243612	0.5536566276965534	0.5275668877504627	0.5358962349910288	0.5445482740242914	0.5519057008255354	0.579484364787101	0.554684165678286	0.5303271394939623
849.0	0.38269374484917806	0.5159232145584569	0.5527060379231379	0.5290200138509954	0.5373814650312476	0.5478944860535704	0.5616023703668425	0.5758834975113777	0.5620360013181022	0.5303271394939623
954.0	0.38269374484917806	0.5327485575159867	0.5594291880325649	0.5302059611708273	0.5405876814720516	0.5425285479163936	0.5629325405812046	0.5754700758848568	0.5595517398278176	0.5303271394939623
1072.0	0.38269374484917806	0.5299854057367821	0.5613324793529822	0.5387263965023551	0.545339230206668	0.5489675516587722	0.5628381605344972	0.5710986534571197	0.5650498330224856	0.5303271394939624
1204.0	0.38269374484917806	0.5239894685451015	0.5552608227963474	0.5348352890390274	0.5336029652126484	0.5548530676842017	0.5703375856144601	0.57970371725353	0.568849291056383	0.5303271394939623
1353.0	0.38269374484917806	0.5333092022146271	0.5542884993293989	0.5473682525733431	0.5285937910646401	0.5578395711453649	0.5711084568177174	0.5872707763070629	0.5825984345724053	0.5303271394939623
1519.0	0.38269374484917806	0.5233814701589613	0.5533589536480721	0.5270184553705458	0.5381705416360333	0.5560072923801126	0.5745496438390131	0.5769078854137915	0.5783483047203587	0.5303271394939623
1707.0	0.38269374484917806	0.5223225201507746	0.554095037429356	0.5339756194980361	0.5348089545953378	0.5609917427293544	0.5738723234042525	0.5723957317467419	0.5717493501653912	0.5303271394939623
1917.0	0.38269374484917806	0.5144938711634985	0.5575055736108291	0.5493677566614396	0.5423618123464337	0.5725379186975097	0.575531230419315	0.5596333633594941	0.5855651579154908	0.5303271394939622
2154.0	0.38269374484917806	0.5187353783752013	0.5549006406579711	0.5448344257151756	0.5566649412101203	0.5626481635086945	0.5678471643341397	0.5714617629284445	0.5821552704181708	0.5303271394939623
2420.0	0.38269374484917806	0.5212582654391259	0.5673048010573344	0.5416577755227797	0.5511609160668157	0.5601888292021396	0.5750468913406145	0.5729470192725153	0.5700961066081999	0.5303271394939623
2718.0	0.38269374484917806	0.5171749864767826	0.5587251238730592	0.54328917774021	0.5472360084859199	0.5538952384378213	0.5740565531254481	0.567919825941455	0.5736388062432325	0.5303271394939623
3053.0	0.38269374484917806	0.523517962628059	0.566379811123769	0.5474929119442288	0.5449637709389518	0.5715422079708997	0.5925995554300508	0.5948264326638213	0.5920028259950091	0.5303271394939623
3430.0	0.38269374484917806	0.5184338726119612	0.565271632842627	0.5326833311324528	0.552013721804385	0.563596749976009	0.5847054123133141	0.5787273934818699	0.5962316286100254	0.5303271394939623
3853.0	0.38269374484917806	0.5238499532582116	0.5586179407168747	0.5391693873161478	0.5424709767265918	0.5761143301108093	0.578675664339023	0.5785453987103027	0.6026412323544298	0.5303271394939623
4328.0	0.38269374484917806	0.5330724136374719	0.5520272457483454	0.5371403321982913	0.5566165041928449	0.5698058768404946	0.586344770267149	0.5902572400654056	0.5978101384852078	0.5303271394939623
4862.0	0.38269374484917806	0.526148536071417	0.5670571677018059	0.5373271307577405	0.5418022077069499	0.5764415617318145	0.5784926660304478	0.5933363028227616	0.5965440489314829	0.5303271394939624
5462.0	0.38269374484917806	0.525269993509024	0.5654240841885083	0.537348974324269	0.5524678561835764	0.573805005042192	0.5823253445012011	0.5941568082466621	0.5864960033590388	0.5303271394939623
6135.0	0.38269374484917806	0.528819596503964	0.5710464321900043	0.5400344758089702	0.5446389222568871	0.5803822213324157	0.5820917706064803	0.5858289583176132	0.5893850522749265	0.5303271394939624
6892.0	0.38269374484917806	0.5283513516062388	0.5570776358386366	0.5282770627707815	0.5504792332504584	0.5626553337950615	0.581081321891168	0.609716178280078	0.5895972306277394	0.5303271394939624
7742.0	0.38269374484917806	0.5188240261802136	0.553229370280943	0.5342305654152303	0.5696430045242065	0.5795022504595823	0.5652732536925221	0.5943668476648367	0.5946364764084613	0.5303271394939624
8697.0	0.38269374484917806	0.5162146368872603	0.5788979961529668	0.5421204376166059	0.5572169284178734	0.5704522516722854	0.585583745393378	0.5867193698277283	0.5913767533503275	0.5303271394939623
9770.0	0.38269374484917806	0.5104283315500168	0.5622712338211785	0.5507656628725065	0.5568359665523783	0.5654047275336965	0.5777274333084799	0.5923103199889154	0.5953799369252855	0.5303271394939624
10974.0	0.38269374484917806	0.506911749051071	0.5558437119051852	0.5387502968550979	0.5536620937025971	0.5631810372852081	0.5862901767255243	0.5878875250621971	0.5915915031952779	0.5303271394939623
12328.0	0.38269374484917806	0.5188272207774162	0.5605691240504811	0.53646363856683	0.5494814758740288	0.55661610570664	0.580469774824073	0.5998564414236744	0.5897418521488565	0.5303271394939623
13848.0	0.38269374484917806	0.5155436083864983	0.5620001966530539	0.5248017924127159	0.5571504138579512	0.5740225639126196	0.5791523189040292	0.5884298584180458	0.5877794393208815	0.5303271394939623
15556.0	0.3826937448491781	0.5179809555210231	0.5582870003323612	0.5294946543700884	0.537367926592109	0.5702237184494554	0.5837439403967444	0.5886113494291646	0.60937152433898	0.5303271394939623
17475.0	0.38269374484917806	0.5281967961225605	0.5632979993886508	0.5406778900395598	0.5518161982306832	0.5716431024589592	0.5905637206458012	0.584843488123269	0.5863028979332061	0.5303271394939623
19630.0	0.38269374484917806	0.5275381402309776	0.5538296888155814	0.5411537340624132	0.5409847919289796	0.5764452697988063	0.5795575036819761	0.5876574104162662	0.6042093849047553	0.5303271394939624
22051.0	0.38269374484917806	0.5225009560774105	0.5663021447142924	0.5221053109848505	0.5642250451860742	0.5713997706303601	0.5925503169413604	0.5745193268513096	0.5763697939810059	0.5303271394939623
24770.0	0.38269374484917806	0.5196085308914693	0.5596831965028599	0.526932999882703	0.5530312500596476	0.5721243648667046	0.5647208486638674	0.5884770223826116	0.5903785303301429	0.5303271394939623
27825.0	0.38269374484917806	0.5303926164513075	0.5540920307335917	0.5423350471824451	0.5524907080742071	0.5691607532759115	0.5736719943169989	0.6042792483969991	0.5836256756370081	0.5303271394939624
31256.0	0.38269374484917806	0.5238184404555185	0.5615905443468102	0.5280391219594133	0.5523983665938214	0.5675630486180395	0.6061107586857861	0.5848568187189611	0.6012941075632457	0.5303271394939624
35111.0	0.38269374484917806	0.5203875353610921	0.5386156175571548	0.5473175511400081	0.5429657634771841	0.5697808094780542	0.5767255480155301	0.6013511132344882	0.5860890795598057	0.5303271394939623
39441.0	0.38269374484917806	0.5161251307724725	0.5509491010347722	0.5432835221857749	0.5477941705003011	0.57980603700565	0.5864347163646905	0.5986443383658157	0.5849909618888199	0.5303271394939623
44305.0	0.38269374484917806	0.506514633994216	0.555325540670051	0.5383965605164716	0.5543058076455145	0.5706353789370736	0.5767052363686695	0.5897254306562477	0.5900201922798617	0.5303271394939623
49769.0	0.38269374484917806	0.5269414021522678	0.5639747803496943	0.526361228109504	0.5676081419263753	0.5875423333957084	0.5833468177190206	0.5947408435516889	0.6047680204396658	0.5303271394939623
