x	arrow-star	inbetween-0-1-random	inbetween-1-8-random	inbetween-1-4-random	inbetween-3-8-random	inbetween-1-2-random	inbetween-5-8-random	inbetween-3-4-random	inbetween-7-8-random	inbetween-1-1-random
1.0	0.38269374484917806	0.5167392060905057	0.5167392060905057	0.5156835101235628	0.5154780704280627	0.5169517008133842	0.5164893676831965	0.5150801241071987	0.5156106662660384	0.5166295282976558
2.0	0.38269374484917806	0.5168660784703902	0.5168660784703902	0.515778790919377	0.5149079980194033	0.5176600783683096	0.5174313529709461	0.515393135534585	0.5159678545115326	0.5166295282976558
3.0	0.38269374484917806	0.5159267868096745	0.5159267868096745	0.5162083315532647	0.5154091115614641	0.5160244801093823	0.5165200361530253	0.5154118819177892	0.516197772782105	0.516629528297656
4.0	0.38269374484917806	0.51630963102893	0.51630963102893	0.5161045834286121	0.5152588913158842	0.5143084735974676	0.5163315705595125	0.5151364853372323	0.5156892336145883	0.5166295282976558
5.0	0.38269374484917806	0.5155963426451177	0.5155963426451177	0.5151322544706755	0.5142743894931807	0.5150860985493623	0.5165948475256704	0.5143793116724602	0.5157605704268393	0.516629528297656
6.0	0.38269374484917806	0.5156080443274594	0.5156080443274594	0.5156735136319758	0.5136849491205483	0.514919180722448	0.5161957281901597	0.5139058134739317	0.5153758070113423	0.516629528297656
7.0	0.38269374484917806	0.5162689159544713	0.5162689159544713	0.5167187914213679	0.5139760626679192	0.5150377526651907	0.5167267804775856	0.5135428207027843	0.5163522904373382	0.5166295282976558
8.0	0.38269374484917806	0.5168780076504323	0.5171873145538788	0.5169505536429465	0.5150791455577985	0.516059560992183	0.5183725122273212	0.5144755475391437	0.5147971310341999	0.5166295282976558
9.0	0.38269374484917806	0.5167700367642798	0.5164153873910873	0.5170563300418837	0.516162540003873	0.5156082880669439	0.5164624522245509	0.5140638292823831	0.5152880826606235	0.5166295282976558
10.0	0.38269374484917806	0.5173362509954228	0.5160915177539668	0.5179744762193269	0.5161383451276036	0.5137319369416172	0.5157514296169621	0.5149611225772929	0.5166184607082196	0.516629528297656
12.0	0.38269374484917806	0.5169785078198967	0.5164509946341156	0.5192826939362472	0.5149112316382035	0.5153508657119282	0.5162567614949904	0.5151494092865027	0.5167302445670977	0.516629528297656
14.0	0.38269374484917806	0.5167675815774665	0.5162685569380022	0.5178632154229116	0.5151009246282208	0.5154093303602226	0.5184128232532912	0.5167922846162539	0.5194781396964167	0.5166295282976558
16.0	0.38269374484917806	0.5167512525334916	0.5157425546228475	0.5176271865534849	0.5144578656294185	0.5146254351146371	0.5179285197375983	0.5159150002016424	0.5194560400933663	0.5166295282976558
18.0	0.38269374484917806	0.5175898005290634	0.5167845249591877	0.5179558369784908	0.5158751719082685	0.5162167842090907	0.5190030939379146	0.5168253740301147	0.5223595241605535	0.516629528297656
21.0	0.38269374484917806	0.5218658865899873	0.5203198905389996	0.5193237855355192	0.5174959165625312	0.5173887734063985	0.5182093572783796	0.5179716128375482	0.5198210454245445	0.5166295282976558
24.0	0.38269374484917806	0.5217124382948436	0.5197398989301384	0.5188849964602806	0.5184987844272335	0.5184675258515453	0.519613978183932	0.5187663389425505	0.5228530849170503	0.516629528297656
