x	arrow-minPairs	ivy-minPairs
1.0	2.6666666666666665	2.0
2.0	2.6666666666666665	1.7777777777777777
3.0	2.0	1.3333333333333333
4.0	1.5999999999999999	1.0666666666666667
5.0	1.7777777777777777	1.3333333333333333
6.0	1.9047619047619049	1.3333333333333333
7.0	2.0	1.3333333333333333
8.0	1.9259259259259258	1.6296296296296298
9.0	1.8666666666666665	1.6000000000000003
10.0	1.696969696969697	1.4545454545454548
12.0	1.7435897435897436	1.5384615384615385
14.0	1.777777777777778	1.688888888888889
16.0	1.7254901960784317	1.5686274509803926
18.0	1.68421052631579	1.5438596491228074
21.0	1.5757575757575764	1.5151515151515154
24.0	1.5466666666666675	1.4933333333333334
28.0	1.4712643678160926	1.4252873563218393
32.0	1.4545454545454548	1.4141414141414141
37.0	1.4736842105263157	1.4736842105263157
43.0	1.4545454545454544	1.515151515151515
49.0	1.4133333333333333	1.4666666666666666
57.0	1.471264367816092	1.4712643678160922
65.0	1.4949494949494955	1.4949494949494955
75.0	1.4912280701754392	1.4210526315789478
86.0	1.5325670498084298	1.4865900383141764
99.0	1.506666666666667	1.4533333333333338
114.0	1.5768115942028988	1.5188405797101447
132.0	1.6441102756892227	1.5338345864661653
151.0	1.7017543859649118	1.5877192982456136
174.0	1.6914285714285704	1.5771428571428572
200.0	1.6583747927031502	1.5456053067993372
231.0	1.6666666666666659	1.5459770114942535
265.0	1.6390977443609007	1.4887218045112796
305.0	1.6209150326797372	1.4771241830065363
351.0	1.62121212121212	1.496212121212122
403.0	1.597359735973597	1.462046204620462
464.0	1.5885304659498212	1.4967741935483871
533.0	1.5705368289637958	1.47565543071161
613.0	1.5591748099891436	1.4831704668838215
705.0	1.539187913125591	1.4693106704438144
811.0	1.5369458128078815	1.4663382594417074
932.0	1.5491246873883522	1.473383351196854
1072.0	1.5358807082945016	1.4749922336129222
1232.0	1.5355501486888359	1.4695863746958635
1417.0	1.5345557122708042	1.4687353079454633
1629.0	1.5165644171779136	1.4642126789366054
1873.0	1.511205976520811	1.4578441835645684
2154.0	1.5177107501933473	1.459551430781131
2477.0	1.5205811138014544	1.4538606403013177
2848.0	1.5256815256815293	1.4512694512694526
3274.0	1.531195928753183	1.4558778625954194
3764.0	1.5291722000885342	1.4615316511730871
4328.0	1.5221375221375242	1.4589974589974617
4977.0	1.5154680594616334	1.458684880139281
5722.0	1.5055041062379892	1.4512202224940296
6579.0	1.4972644376899735	1.4455927051671724
7564.0	1.5009473452302309	1.4508922670191662
8697.0	1.4936767072890336	1.4472292481030147
9999.0	1.4909333333333363	1.4460000000000022
11497.0	1.4904621093523511	1.443265495448479
13219.0	1.484518406454864	1.4400403429147708
15199.0	1.4873684210526357	1.4433333333333345
17475.0	1.4897383077744726	1.4440375371938676
20092.0	1.4925264188191638	1.4445495114384794
23101.0	1.4923383256860887	1.4444925403284017
26560.0	1.4894017544520182	1.4415119912653962
30538.0	1.4896362028881105	1.4447537029154007
35111.0	1.4895952001215156	1.4432292853345452
40370.0	1.4940427534616418	1.4449646198178492
46415.0	1.4931058255773832	1.4438124784556958
53366.0	1.4961305675792043	1.4443632457011448
61359.0	1.496262494567573	1.4447196870925791
70547.0	1.4979493867059785	1.444822437678362
81113.0	1.4995191952067468	1.4458663116108257
93260.0	1.4988473209594577	1.4461064467819738
107226.0	1.5006668096654738	1.4459915257662246
123284.0	1.501042300360962	1.4452042016466111
141747.0	1.5021023224313668	1.4458898890989955
162974.0	1.5012036610932438	1.4457677557907953
187381.0	1.500820071653995	1.4454963657128477
215443.0	1.500275400258707	1.4451891597507311
247707.0	1.5007885628778157	1.4450024491202198
284803.0	1.5008543887492343	1.444085523143399
327454.0	1.499092496169963	1.4424943885419206
376493.0	1.499561746003945	1.4423142644149907
432875.0	1.5001986712130115	1.4422082382329775
497701.0	1.5012785428495976	1.44280714162294
572236.0	1.5007185251332487	1.4425724539541298
657932.0	1.5003594590938605	1.4426757739769995
756462.0	1.5007352199204307	1.4433805751239683
869748.0	1.5009479746455785	1.4439828808847315
999999.0	1.5010026666667102	1.444455999999988
