x	arrow-star	fixedRatio-0-1-random	fixedRatio-1-8-random	fixedRatio-1-4-random	fixedRatio-3-8-random	fixedRatio-1-2-random	fixedRatio-5-8-random	fixedRatio-3-4-random	fixedRatio-7-8-random	fixedRatio-1-1-random
1072.0	1.4199344191060166	6.348841148858451	6.768581429447056	8.82615816763267	9.523149493519377	10.515917943349157	11.395838764426179	12.90100732758648	14.76217154089616	10.840653137551664
1232.0	1.4266906043094443	6.356666826019937	6.792397874173529	8.91308608618362	9.544553307201431	10.511839767130285	11.414701339554464	12.859321595712686	14.85563062451329	10.774188361084649
1417.0	1.430921227807387	6.345485023133655	6.764724719191806	8.879969930993337	9.588107117598707	10.469536036421678	11.457805063710095	12.86144063592473	14.830684970133655	10.718928492007839
1629.0	1.436481982407671	6.391242573792904	6.795159692051925	8.865420072008815	9.646017728131929	10.43518600007273	11.365785035902228	12.870959268305702	14.827307367257566	10.687611427712884
1873.0	1.4380339494384111	6.3726385265628265	6.836511471905463	8.840422955687291	9.576873983541667	10.414802774957995	11.308251418755866	12.854129915266128	14.800253914092144	10.705278894882188
2154.0	1.4404789381618124	6.364856089779613	6.823218238775585	8.856341377172154	9.624455319079702	10.382251729565334	11.302303610891014	12.739944181954444	14.741337947882108	10.731648451102624
2477.0	1.443976045285219	6.392089856862874	6.8156508588286195	8.89960968349242	9.600895659041123	10.332802768088415	11.352890283998677	12.716106473727454	14.752084147513859	10.74167108783491
2848.0	1.4467428039989978	6.391697560245852	6.8135789758720255	8.881981615223719	9.585102548459641	10.243868696569217	11.297934980156823	12.660954859165528	14.733296286778396	10.670628776856278
3274.0	1.4444335718598948	6.410284378140964	6.821062057341142	8.861843243523728	9.592327784240567	10.224756345984826	11.310508095393756	12.626317975146927	14.805792019847791	10.658611111771032
3764.0	1.4468927949261368	6.4254914031615415	6.80947295290476	8.875108050151919	9.582816272150522	10.184353195646533	11.273133992470116	12.593260919448916	14.849017588779734	10.636203345087738
4328.0	1.4524822240102735	6.454067455238106	6.8429665041453775	8.887546097687556	9.607678112138947	10.145262139167611	11.229355277372656	12.614197327021019	14.917213193451861	10.609997148596873
4977.0	1.4562007717703471	6.464335082503323	6.855993830150428	8.841445724856642	9.580907536411132	10.105378343855126	11.182580274864561	12.644910334291342	14.957729334577566	10.610033388178723
5722.0	1.4581751854633191	6.476607481740135	6.8569095511938825	8.83233258001511	9.576673874522864	10.098624515978566	11.25303467276528	12.663965958132767	15.027427976268946	10.64249146033766
6579.0	1.4628643280189453	6.475293380305127	6.8644346827023615	8.852336556986213	9.601230316174911	10.102193667656064	11.258268689630333	12.701636575280531	15.077629300219193	10.653953029763274
7564.0	1.4638910424081069	6.467326079974942	6.869185428140049	8.855015560232562	9.616029062305845	10.091758270258257	11.308947376023951	12.745506192208454	15.122263253053038	10.663282859604521
8697.0	1.4636441568824683	6.468329690971505	6.8785998151705545	8.872630568030418	9.644120421553074	10.093370487926999	11.289153341667562	12.774527989973274	15.098072321813381	10.659594117846932
9999.0	1.463777695137571	6.473147541917561	6.8897996371520405	8.923064747378476	9.636520014358801	10.11087143110598	11.285082079310992	12.798521263095493	15.227855428412846	10.644943510575017
11497.0	1.4661987520042927	6.48975925963145	6.910268163891845	8.952112454523839	9.63898043792176	10.123030537448724	11.319886675715932	12.833843364383743	15.227643763262325	10.661351766154914
13219.0	1.4635808020128274	6.487847779161448	6.897350660990004	8.963718845594702	9.65239895609193	10.121229041663351	11.359319200983695	12.823552584610866	15.205631651030336	10.655471081299346
15199.0	1.464476749513395	6.485732548121124	6.899911994583795	8.950132269114395	9.665005764499519	10.160502764353907	11.336423210698182	12.859458951052959	15.212648093097114	10.632399876876413
17475.0	1.4660791102789128	6.497191390305804	6.910766561419654	8.942201028061705	9.653599532948055	10.169374532958335	11.334703439084935	12.912371176966545	15.182312277371253	10.650034731757525
20092.0	1.467850474268525	6.502368408685286	6.91823930809486	8.956299501455627	9.678044145532914	10.167211882680869	11.342442462918143	12.901918774402345	15.254704049255679	10.669270121023379
23101.0	1.4668700001110713	6.49543816501355	6.904136970057812	8.95290109819311	9.698831400048185	10.191367099328705	11.37069451385736	12.902447152506703	15.277473619069358	10.664505524738079
26560.0	1.4644500659927573	6.489486345718335	6.906476842971739	8.94737818655919	9.689139425822109	10.19760631670276	11.349670314109064	12.865742456770555	15.27235510785237	10.659322386150958
30538.0	1.462811285181859	6.48000806269296	6.8965578994465435	8.937628976963984	9.69886597630725	10.185730641641936	11.344955611254672	12.809099618062067	15.269079197198355	10.661996355748897
35111.0	1.4644479277680513	6.479731725159431	6.904359364359147	8.935041399537425	9.681459171316034	10.177265031341111	11.33541559131401	12.776286958756184	15.278973583032304	10.666942027110222
40370.0	1.4629118079175314	6.478541146516252	6.9016015106907025	8.934929351062994	9.681268488846968	10.176770766047177	11.355658065429983	12.760396820269875	15.259522657188016	10.672131813821208
46415.0	1.4627120590030207	6.475529351624272	6.90920469524399	8.933620065173649	9.670016302433632	10.16234024320274	11.346665275490347	12.742827586523324	15.258826164739439	10.673688483049657
53366.0	1.4627533803023633	6.4768576005501295	6.921181990832128	8.948037463638546	9.671623881024516	10.175634673417436	11.355840838419363	12.743872190996436	15.224728273721933	10.674323792058912
61359.0	1.4641361959772634	6.478788779652482	6.923742394484259	8.957735060175064	9.676450560983069	10.167005305434543	11.374878232536087	12.747963498369506	15.236924060056342	10.677059379328414
70547.0	1.4648662564455732	6.479053652427041	6.924305212483783	8.953356549215917	9.671814806699361	10.15578692551383	11.368945018790301	12.758932197909198	15.228682523132333	10.671978809945843
81113.0	1.4646059781217895	6.482590983928417	6.924349409199532	8.95732030961168	9.683944127806228	10.135353168560782	11.368602693754234	12.755479045967084	15.228263201703466	10.67181841767482
93260.0	1.4648561513370306	6.486051463820535	6.925741747443742	8.95338435293919	9.675323258718326	10.150879245185164	11.348719327588235	12.759223296002613	15.226705414178081	10.671147726087185
107226.0	1.4642351347148255	6.482358118763336	6.923977273221411	8.942565036377582	9.677311551140898	10.177143022097722	11.353961351574906	12.755004941384612	15.200493233341005	10.676448537252332
123284.0	1.4642250100728145	6.484917444758758	6.926674790772463	8.941341411543847	9.689062047950513	10.186721576576565	11.356061555684093	12.760534787854294	15.175020635195617	10.676936437683658
141747.0	1.4653673876633249	6.491145493300447	6.9285259697598205	8.945774340838875	9.694693169422683	10.212838366026684	11.37286706055048	12.78948086914357	15.208000832986068	10.671154525274032
162974.0	1.4654079773607704	6.488030989151582	6.929955513343258	8.947197167339962	9.697545195901156	10.220935875522578	11.377551339527127	12.795654578816189	15.21454324718055	10.673588254275245
187381.0	1.4655357135113696	6.488404030559768	6.93336663023761	8.947847969598786	9.696526048742578	10.21650007193205	11.384805971497425	12.806647381333365	15.211255399062523	10.67691933940109
215443.0	1.4655994941584412	6.490075170468195	6.934701487878579	8.949333706220646	9.69657706795219	10.2216482225048	11.392587236999793	12.806728057480141	15.2183696276028	10.682406415496736
247707.0	1.4658342294740079	6.4922840183050186	6.933566965875184	8.949186939696183	9.70898701761094	10.223876431214611	11.39265184123193	12.802553648982974	15.215633542474434	10.680274863072738
284803.0	1.4658096231865518	6.493015534060672	6.9335938177207925	8.947401294966621	9.702902255071146	10.218943639692238	11.391456393196457	12.805879930165556	15.219215145633166	10.687860245547943
327454.0	1.4653385879341758	6.490060944763034	6.933329916333927	8.944472943822081	9.70340657545475	10.228762022929901	11.390493552387253	12.808408717479212	15.210516701232738	10.690777760964902
376493.0	1.4655547154602138	6.490564677097719	6.935380317459363	8.947125500704233	9.702619284312973	10.234997530474919	11.390040350533372	12.80896589303926	15.218325127209686	10.695109918416106
432875.0	1.4657755156237016	6.490550410754518	6.932366656883902	8.94669093137235	9.701978467217364	10.230454816863089	11.389867083704273	12.814226933961473	15.21312101625876	10.696827831110344
497701.0	1.4659169755691936	6.492817947407731	6.933686082666013	8.944242968697695	9.699939992128051	10.238896499184111	11.39457539141035	12.818185485751611	15.208057497309557	10.701496018809301
572236.0	1.4659923948200668	6.493413027321501	6.9333248036785005	8.949698778757327	9.69939916146404	10.240760739886278	11.403179558826045	12.813498440803986	15.216581849023441	10.702701891845054
657932.0	1.4653603650092195	6.492113111143437	6.930213675272337	8.948009226672815	9.6921120997906	10.24896495733767	11.41187708667046	12.810138972349222	15.22053468209708	10.702386447631778
756462.0	1.4650418725028351	6.4931907009052825	6.930219398970137	8.948056076941796	9.693137359175344	10.243130496482411	11.416099378731392	12.812819001916523	15.220994569098128	10.699802207872244
869748.0	1.4651854425267823	6.49386431766964	6.930860022897506	8.947400806867899	9.691201886283896	10.245721202557124	11.419347488299358	12.813796996767374	15.237613302531663	10.699662424061016
999999.0	1.4653367375012292	6.49310036115443	6.931752021784999	8.950396392265294	9.691929038428858	10.248785845799743	11.424496134847585	12.818059619787796	15.240163773648067	10.697588258684588
