x	reclique	ivy-random	arrow-star	arrow-mst	localMinPairs-random	inbetween-3-4-random
8697.0	12.989021043000914	3009.507319304666	2980.2717291857275	12.989021043000914	342.42223238792315	3022.96065873742
9999.0	12.989021043000914	2968.382891125343	2980.2717291857275	12.989021043000914	300.30695333943277	2988.4263494967977
11497.0	12.989021043000914	2927.8307410795974	2980.2717291857275	12.989021043000914	238.4775846294602	2987.4478499542543
13219.0	12.989021043000914	2951.1459286367794	2980.2717291857275	12.989021043000914	171.5498627630375	3000.0091491308326
15199.0	12.989021043000914	2985.872369624886	2980.2717291857275	12.989021043000914	131.11299176578225	2997.257548032937
17475.0	12.989021043000914	3016.267612076853	2980.2717291857275	12.989021043000914	91.73010064043916	3001.6655992680694
20092.0	12.989021043000914	2968.057639524245	2980.2717291857275	12.989021043000914	68.4053064958829	3011.162397072278
23101.0	12.989021043000914	2956.0192131747485	2980.2717291857275	12.989021043000914	60.10795974382434	3018.4304666056723
26560.0	12.989021043000914	2925.065416285453	2980.2717291857275	12.989021043000914	48.12168344007319	3001.802836230558
30538.0	12.989021043000914	2930.6962488563586	2980.2717291857275	12.989021043000914	41.8444647758463	3010.009606587374
35111.0	12.989021043000914	2962.6189387008235	2980.2717291857275	12.989021043000914	27.300091491308326	3018.677493138152
40370.0	12.989021043000914	2944.274473924977	2980.2717291857275	12.989021043000914	22.43778591033852	3018.589661482159
46415.0	12.989021043000914	3001.8316559926807	2980.2717291857275	12.989021043000914	20.386093321134492	3020.3462946020127
53366.0	12.989021043000914	3018.2246111619397	2980.2717291857275	12.989021043000914	23.545288197621225	3009.6967063129005
61359.0	12.989021043000914	3027.065416285453	2980.2717291857275	12.989021043000914	22.13449222323879	3007.039798719122
70547.0	12.989021043000914	2935.7355901189385	2980.2717291857275	12.989021043000914	22.268984446477585	2999.9254345837144
81113.0	12.989021043000914	2953.8961573650504	2980.2717291857275	12.989021043000914	21.30832570905764	2989.8467520585546
93260.0	12.989021043000914	3034.3060384263495	2980.2717291857275	12.989021043000914	23.542543458371455	2988.4414455626716
107226.0	12.989021043000914	2976.917657822507	2980.2717291857275	12.989021043000914	22.230558096980786	2983.435041171089
123284.0	12.989021043000914	2947.876944190302	2980.2717291857275	12.989021043000914	18.408508691674292	2980.624428179323
141747.0	12.989021043000914	3091.1962488563586	2980.2717291857275	12.989021043000914	22.312900274473925	2983.8961573650504
162974.0	12.989021043000914	2955.0009149130833	2980.2717291857275	12.989021043000914	21.828453796889296	2988.5512351326624
187381.0	12.989021043000914	3005.3956999085085	2980.2717291857275	12.989021043000914	23.170631290027448	2988.112076852699
215443.0	12.989021043000914	2926.3883806038425	2980.2717291857275	12.989021043000914	26.586459286367795	2983.8961573650504
247707.0	12.989021043000914	2982.0009149130833	2980.2717291857275	12.989021043000914	17.657822506861848	2983.4281793229643
284803.0	12.989021043000914	3030.692589204026	2980.2717291857275	12.989021043000914	19.054894784995426	2986.2387923147303
327454.0	12.989021043000914	2987.44098810613	2980.2717291857275	12.989021043000914	20.04986276303751	2989.516010978957
376493.0	12.989021043000914	3000.0338517840805	2980.2717291857275	12.989021043000914	19.683440073193047	2989.516010978957
432875.0	12.989021043000914	2994.316559926807	2980.2717291857275	12.989021043000914	23.196706312900275	2989.516010978957
497701.0	12.989021043000914	2994.2150045745652	2980.2717291857275	12.989021043000914	19.941445562671547	2986.3540713632206
572236.0	12.989021043000914	2970.9437328453796	2980.2717291857275	12.989021043000914	18.492223238792313	2983.5434583714546
657932.0	12.989021043000914	2979.1546203110706	2980.2717291857275	12.989021043000914	20.464318389752975	2983.5434583714546
756462.0	12.989021043000914	2977.683440073193	2980.2717291857275	12.989021043000914	19.78911253430924	2984.9487648673376
869748.0	12.989021043000914	2939.9981701738334	2980.2717291857275	12.989021043000914	23.193961573650505	2984.9487648673376
999999.0	12.989021043000914	2946.2479414455624	2980.2717291857275	12.989021043000914	24.846294602012808	2983.192131747484
1000000.0	12.989021043000914	2948.9707227813356	2980.2717291857275	12.989021043000914	24.846294602012808	2983.192131747484
